Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
VTVT,vTv Therapeutics Inc.,0.8290000000000001,$30.66M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vtvt
VUZI,Vuzix Corporation,6.6,$181.01M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vuzi
WBA,"Walgreens Boots Alliance, Inc.",72.2,$71.65B,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/wba
WAFD,"Washington Federal, Inc.",32.75,$2.74B,,Finance,Major Banks,https://www.nasdaq.com/symbol/wafd
WAFDW,"Washington Federal, Inc.",16.5,,,Finance,Major Banks,https://www.nasdaq.com/symbol/wafdw
WASH,"Washington Trust Bancorp, Inc.",56.3,$972.76M,,Finance,Major Banks,https://www.nasdaq.com/symbol/wash
WSBF,"Waterstone Financial, Inc.",17.0,$498.19M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/wsbf
WVE,WAVE Life Sciences Ltd.,55.2,$1.62B,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/wve
WSTG,"Wayside Technology Group, Inc.",12.2,$54.88M,,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/wstg
WCFB,"WCF Bancorp, Inc.",9.2768,$23.76M,,Finance,Major Banks,https://www.nasdaq.com/symbol/wcfb
WDFC,WD-40 Company,173.0,$2.4B,1973.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/wdfc
WEB,"Web.com Group, Inc.",27.95,$1.4B,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/web
WB,Weibo Corporation,75.68,$16.85B,2014.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wb
WEBK,"Wellesley Bancorp, Inc.",34.5,$86.77M,2012.0,Finance,Banks,https://www.nasdaq.com/symbol/webk
WEN,Wendys Company (The),17.32,$4.1B,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/wen
WERN,"Werner Enterprises, Inc.",35.25,$2.53B,1986.0,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/wern
WSBC,"WesBanco, Inc.",45.53,$2.48B,,Finance,Major Banks,https://www.nasdaq.com/symbol/wsbc
WTBA,West Bancorporation,23.65,$385.39M,,Finance,Major Banks,https://www.nasdaq.com/symbol/wtba
WABC,Westamerica Bancorporation,61.34,$1.64B,,Finance,Major Banks,https://www.nasdaq.com/symbol/wabc
WSTL,"Westell Technologies, Inc.",2.68,$41.85M,1995.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/wstl
WDC,Western Digital Corporation,59.92,$17.46B,,Technology,Electronic Components,https://www.nasdaq.com/symbol/wdc
WNEB,"Western New England Bancorp, Inc.",10.75,$319.78M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/wneb
WPRT,Westport Fuel Systems Inc,3.24,$425.35M,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wprt
WWR,"Westwater Resources, Inc.",0.2151,$11.18M,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/wwr
WEYS,"Weyco Group, Inc.",35.17,$357.33M,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/weys
WHLR,"Wheeler Real Estate Investment Trust, Inc.",4.02,$37.72M,2012.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlr
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",20.99,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlrd
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",19.08,$13.74M,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlrp
WHLRW,"Wheeler Real Estate Investment Trust, Inc.",0.0121,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlrw
WHF,"WhiteHorse Finance, Inc.",13.88,$285.18M,,,,https://www.nasdaq.com/symbol/whf
WHLM,"Wilhelmina International, Inc.",6.83,$35.99M,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/whlm
WVVI,"Willamette Valley Vineyards, Inc.",7.92,$39.32M,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/wvvi
WVVIP,"Willamette Valley Vineyards, Inc.",4.87,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/wvvip
WLDN,"Willdan Group, Inc.",29.27,$260.89M,2006.0,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/wldn
WLFC,Willis Lease Finance Corporation,34.62,$217.05M,1996.0,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/wlfc
WLTW,Willis Towers Watson Public Limited Company,145.04,$18.97B,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/wltw
WIN,"Windstream Holdings, Inc.",5.03,$215.98M,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/win
WING,Wingstop Inc.,66.99,$1.96B,2015.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/wing
WINA,Winmark Corporation,161.2,$623.61M,,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/wina
WINS,Wins Finance Holdings Inc.,55.0,$1.09B,2014.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wins
WTFC,Wintrust Financial Corporation,89.07,$5.02B,,Finance,Major Banks,https://www.nasdaq.com/symbol/wtfc
WTFCM,Wintrust Financial Corporation,26.8445,,,Finance,Major Banks,https://www.nasdaq.com/symbol/wtfcm
WTFCW,Wintrust Financial Corporation,66.62,,,Finance,Major Banks,https://www.nasdaq.com/symbol/wtfcw
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,72.08,$162.18M,,,,https://www.nasdaq.com/symbol/cxse
WETF,"WisdomTree Investments, Inc.",8.12,$1.24B,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/wetf
WIX,Wix.com Ltd.,112.0,$5.25B,2013.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wix
WMIH,WMIH Corp.,1.37,$1.49B,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wmih
WWD,"Woodward, Inc.",81.26,$5.01B,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wwd
WDAY,"Workday, Inc.",141.5,$30.71B,,Technology,EDP Services,https://www.nasdaq.com/symbol/wday
WKHS,"Workhorse Group, Inc.",1.12,$61.58M,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/wkhs
WRLD,World Acceptance Corporation,117.27,$1.07B,1991.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wrld
WMGI,Wright Medical Group N.V.,28.0,$2.99B,2011.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/wmgi
WMGIZ,Wright Medical Group N.V.,1.38,,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/wmgiz
WSFS,WSFS Financial Corporation,47.85,$1.52B,,Finance,Major Banks,https://www.nasdaq.com/symbol/wsfs
WSCI,WSI Industries Inc.,6.9,$20.49M,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wsci
WVFC,WVS Financial Corp.,16.01,$32.15M,,Finance,Banks,https://www.nasdaq.com/symbol/wvfc
WYNN,"Wynn Resorts, Limited",132.98,$14.45B,2002.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/wynn
XBIT,XBiotech Inc.,2.71,$97.07M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbit
XELB,"Xcel Brands, Inc",2.25,$41.1M,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/xelb
XEL,Xcel Energy Inc.,47.04,$23.95B,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/xel
XCRA,Xcerra Corporation,13.79,$757.28M,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/xcra
XNCR,"Xencor, Inc.",43.16,$2.41B,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xncr
XBIO,"Xenetic Biosciences, Inc.",3.64,$34.23M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbio
XENE,Xenon Pharmaceuticals Inc.,13.5,$277.59M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xene
XGTI,"XG Technology, Inc",0.4149,$7.03M,2013.0,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/xgti
XLNX,"Xilinx, Inc.",79.14,$20.02B,1990.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/xlnx
XOMA,XOMA Corporation,16.75,$140.48M,1986.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xoma
XPER,Xperi Corporation,14.9,$731.55M,,Technology,Semiconductors,https://www.nasdaq.com/symbol/xper
XTLB,XTL Biopharmaceuticals Ltd.,1.79,$9.2M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xtlb
XNET,Xunlei Limited,8.25,$553.33M,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/xnet
YNDX,Yandex N.V.,33.47,$10.99B,2011.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/yndx
YTRA,"Yatra Online, Inc.",5.62,$253.32M,,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/ytra
YTEN,"Yield10 Bioscience, Inc.",1.36,$13.62M,,Basic Industries,Containers/Packaging,https://www.nasdaq.com/symbol/yten
YIN,Yintech Investment Holdings Limited,6.14,$433.04M,2016.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/yin
YOGA,"YogaWorks, Inc.",1.06,$17.45M,2017.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/yoga
YGYI,"Youngevity International, Inc.",5.8,$125.06M,,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ygyi
YRCW,"YRC Worldwide, Inc.",9.25,$314.98M,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/yrcw
YECO,Yulong Eco-Materials Limited,1.416,$3.41M,2017.0,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/yeco
YY,YY Inc.,72.49,$4.59B,2012.0,Technology,EDP Services,https://www.nasdaq.com/symbol/yy
ZFGN,"Zafgen, Inc.",11.36,$418.11M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zfgn
ZAGG,ZAGG Inc,14.35,$404.08M,,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/zagg
ZLAB,Zai Lab Limited,18.92,$957.46M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zlab
ZEAL,Zealand Pharma A/S,16.81,$515.85M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zeal
ZBRA,Zebra Technologies Corporation,174.15,$9.35B,1991.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/zbra
Z,"Zillow Group, Inc.",43.015,$8.7B,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/z
ZG,"Zillow Group, Inc.",42.91,$8.68B,2011.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/zg
ZN,Zion Oil & Gas Inc,1.0,$59.33M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/zn
ZNWAA,Zion Oil & Gas Inc,,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/znwaa
ZION,Zions Bancorporation,51.9,$10.09B,,Finance,Major Banks,https://www.nasdaq.com/symbol/zion
ZIONW,Zions Bancorporation,19.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/zionw
ZIONZ,Zions Bancorporation,17.5,,,Finance,Major Banks,https://www.nasdaq.com/symbol/zionz
ZIOP,ZIOPHARM Oncology Inc,3.27,$465.58M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ziop
ZIXI,Zix Corporation,5.43,$294.11M,,Technology,EDP Services,https://www.nasdaq.com/symbol/zixi
ZKIN,"ZK International Group Co., Ltd",2.93,$38.73M,2017.0,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/zkin
ZGNX,"Zogenix, Inc.",49.35,$1.77B,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zgnx
ZSAN,Zosano Pharma Corporation,3.98,$47.65M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zsan
ZUMZ,Zumiez Inc.,27.6,$704.33M,2005.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/zumz
ZYNE,"Zynerba Pharmaceuticals, Inc.",8.26,$145.57M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zyne
ZNGA,Zynga Inc.,3.93,$3.38B,2011.0,Technology,EDP Services,https://www.nasdaq.com/symbol/znga
XXII,"22nd Century Group, Inc",2.73,$339.54M,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/xxii
FAX,Aberdeen Asia-Pacific Income Fund Inc,4.13,$1.04B,1986.0,,,https://www.nasdaq.com/symbol/fax
IAF,Aberdeen Australia Equity Fund Inc,5.96,$135.54M,,,,https://www.nasdaq.com/symbol/iaf
FCO,"Aberdeen Global Income Fund, Inc.",8.5,$74.16M,1992.0,,,https://www.nasdaq.com/symbol/fco
ACU,Acme United Corporation.,21.81,$73.59M,1988.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acu
ATNM,"Actinium Pharmaceuticals, Inc.",0.73,$80.64M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnm
AE,"Adams Resources & Energy, Inc.",41.45,$174.82M,,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/ae
ACY,AeroCentury Corp.,15.8,$22.38M,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/acy
AIRI,Air Industries Group,1.46,$38.58M,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/airi
AXU,Alexco Resource Corp,1.08,$116.64M,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/axu
ALO,Alio Gold Inc.,0.7359,$61.66M,2011.0,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/alo
AAU,"Almaden Minerals, Ltd.",0.6298,$70.31M,2015.0,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aau
APT,"Alpha Pro Tech, Ltd.",3.65,$50.83M,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/apt
AAMC,Altisource Asset Management Corp,60.225,$97.16M,,Finance,Real Estate,https://www.nasdaq.com/symbol/aamc
DIT,AMCON Distributing Company,88.8,$54.7M,,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/dit
ALN,American Lorain Corporation,0.146,$10.01M,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/aln
AMS,American Shared Hospital Services,3.0274,$17.3M,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ams
USAS,Americas Silver Corporation,2.4008,$103.16M,2017.0,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/usas
AMPE,"Ampio Pharmaceuticals, Inc.",0.5229,$55.71M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ampe
APHB,AmpliPhi Biosciences Corporation,1.02,$16.8M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aphb
AKG,Asanko Gold Inc.,0.835,$188.55M,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/akg
AINC,Ashford Inc.,85.78,$180.94M,2014.0,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ainc
AST,"Asterias Biotherapeutics, Inc.",1.4,$77.71M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ast
AUG,Auryn Resources Inc.,1.08,$97.46M,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aug
